,id,name,year_published,min_players,max_players,primary_publisher,mechanics,num_user_ratings,average_user_rating,rank,num_mechs
23,uWfeqpi0Xm,Java,2000,2.0,4.0,,"['Action Point Allowance System', 'Area Control', 'Tile Placement']",14,3.2142857142857144,9999999,3
26,lc5gLpSzFf,Web of Power,2000,3.0,5.0,Rio Grande Games,"['Area Control', 'Card Drafting', 'Hand Management', 'Network and Route Building']",12,3.5,9999999,4
27,UXmJW11uqk,Buffy the Vampire Slayer,2000,1.0,6.0,Jasco Games,"['Partnerships', 'Role Playing', 'Roll / Spin and Move', 'Variable Player Powers']",11,3.272727272727273,9999999,4
29,FyFr3Tn1DA,Blitz und Donner,2000,2.0,2.0,Kosmos,"['Action Point Allowance System', 'Hand Management', 'Secret Unit Deployment']",18,2.2777777777777772,9999999,3
53,UbSLJbg5zg,Gobblet,2000,2.0,2.0,BLUE ORANGE GAMES,"['Pattern Building', 'Pattern Recognition']",11,3.3636363636363638,9999999,2
55,yg6oRAvB6g,River Dragons,2000,2.0,6.0,Surfin Meeple,"['Action / Movement Programming', 'Point to Point Movement', 'Simultaneous Play']",17,3.176470588235294,9999999,3
77,0glqVb0SL4,Canasta Caliente,2000,2.0,6.0,Hasbro,['Set Collection'],12,2.9166666666666665,9999999,1
100,D0OHY8b8Oc,Hive,2001,2.0,2.0,Gen Four Two Games,"['Grid Movement', 'Tile Placement']",197,3.4346647237814643,92,2
101,dgZDurgbuY,Munchkin,2001,2.0,6.0,Steve Jackson Games,"['Dice Rolling', 'Drafting', 'Hand Management', 'Take That']",247,2.472056219428522,195,4
102,SN5429sV0p,Dvonn Board Game,2001,2.0,2.0,Rio Grande Games,['Grid Movement'],32,3.75,737,1
103,5mPjB6Ap5h,The Werewolves of Miller's Hollow,2001,8.0,18.0,Asmodee,"['Partnerships', 'Player Elimination', 'Role Playing', 'Variable Player Powers', 'Voting']",50,3.0600000000000005,738,5
104,eC9nXBEyIg,TransAmerica,2001,2.0,6.0,Rio Grande Games,['Network and Route Building'],39,3.102564102564103,883,1
105,AOvHPG4F4w,Zendo,2001,3.0,5.0,Looney Labs,"['Pattern Recognition', 'Simultaneous Play']",26,3.538461538461538,958,2
107,hZLDaGKHJ8,Risk 2210 A.D.,2001,2.0,5.0,"Avalon Hill Games, Inc.","['Area Movement', 'Dice Rolling', 'Variable Player Powers']",33,3.0606060606060614,982,3
108,G0vAcBrVRr,Genoa,2001,2.0,5.0,Rio Grande,"['Dice Rolling', 'Grid Movement', 'Pick-up and Deliver', 'Set Collection', 'Trading']",33,3.0303030303030307,988,5
109,Q3GQpfqb9R,Dragon's Gold,2001,3.0,6.0,IDW Games,"['Hand Management', 'Set Collection', 'Trading']",21,3.142857142857143,1213,3
110,v3IEy7RMan,Villa Paletti,2001,2.0,4.0,Zoch Verlag,"['Dice Rolling', 'Pattern Building']",21,2.857142857142857,1257,2
112,0OFh7bdu0p,San Marco,2001,3.0,4.0,Ravensburger USA,"['Area Control', 'Card Drafting']",20,3.15,9999999,2
113,7GPVW3vOul,Unexploded Cow,2001,2.0,6.0,Cheapass Games,"['Dice Rolling', 'Set Collection']",16,2.6145833333333335,9999999,2
117,vx6zKGeTkt,Medina,2001,3.0,4.0,Hans im Glück,['Tile Placement'],20,3.55,9999999,1
122,1ENGdMu2U6,Frag Gold Edition,2001,2.0,6.0,Bollix Books,['Dice Rolling'],11,2.818181818181818,9999999,1
129,xViD75B4N1,Starship Catan,2001,2.0,2.0,Mayfair Games,"['Dice Rolling', 'Memory', 'Press Your Luck', 'Trading']",19,3.052631578947368,9999999,4
152,cnF4ggWa7y,Hisss,2001,2.0,5.0,,"['Pattern Building', 'Tile Placement']",13,2.230769230769231,9999999,2
200,k7pnwdyDfC,Puerto Rico,2002,2.0,5.0,Rio Grande Games,['Variable Phase Order'],268,3.62138526119403,43,1
202,AaRXSVtjLn,BANG!,2002,4.0,7.0,dV Giochi,"['Hand Management', 'Partnerships', 'Player Elimination', 'Take That', 'Variable Player Powers']",148,2.747430529120671,317,5
203,QtV8B2Ln9d,Age of Steam,2002,2.0,6.0,Eagle-Gryphon Games,"['Auction', 'Dice Rolling', 'Player Elimination', 'Tile Placement', 'Network and Route Building']",47,3.6074468085106384,454,5
204,lPmrDkMTBX,Carcassonne: Hunters & Gatherers,2002,2.0,5.0,Rio Grande Games,['Tile Placement'],59,3.3389830508474576,524,1
205,LR0akBbN8W,Mexica,2002,2.0,4.0,IELLO,"['Action Point Allowance System', 'Area Control', 'Area Enclosure', 'Grid Movement', 'Tile Placement']",36,3.6111111111111107,626,5
206,dhBQUVPDlD,Pirate's Cove,2002,3.0,5.0,Days of Wonder,"['Dice Rolling', 'Hand Management', 'Pick-up and Deliver', 'Simultaneous action selection']",36,2.7222222222222223,1080,4
207,E9iyphhv8b,Cave Troll,2002,2.0,4.0,Fantasy Flight Games,"['Action Point Allowance System', 'Area Control', 'Hand Management', 'Point to Point Movement', 'Variable Player Powers']",24,3.0833333333333335,1159,5
208,aJA4SkCf97,Killer Bunnies and the Quest for the Magic Carrot; Blue Starter Deck,2002,2.0,8.0,Ultra Pro,"['Action / Movement Programming', 'Dice Rolling', 'Hand Management', 'Set Collection', 'Take That', 'Trading']",43,2.143895348837209,1214,6
209,Z4kKbbiKK2,Star Munchkin,2002,3.0,6.0,Steve Jackson Games,"['Card Drafting', 'Dice Rolling', 'Take That', 'Trading', 'Variable Player Powers']",34,2.4411764705882346,1217,5
210,aP1yoyLmDE,Clans,2002,1.0,4.0,Toys,"['Area Control', 'Area Enclosure']",23,2.9565217391304346,1231,2
211,gGCpXc8OLh,Things...,2002,4.0,15.0,Hasbro,"['Memory', 'Paper and Pencil']",23,2.71304347826087,1266,2
212,r0qi6cfnBn,Odin's Ravens,2002,2.0,2.0,KOSMOS,['Hand Management'],18,3.111111111111111,9999999,1
213,bzlMwRd7ve,Pueblo,2002,2.0,4.0,Ravensburger,"['Area Enclosure', 'Tile Placement']",10,3.3000000000000003,9999999,2
214,MWll9EQYe1,Star Wars Epic Duels Game,2002,2.0,6.0,Milton Bradley,"['Player Elimination', 'Roll / Spin and Move', 'Variable Player Powers']",19,3.0,9999999,3
218,xNxBZ4uUCP,Arimaa,2002,2.0,2.0,Z-Man Games,['Grid Movement'],10,3.0999999999999996,9999999,1
219,GDRMUq2uAl,Hammer of the Scots,2002,2.0,2.0,Columbia Games,"['Area Movement', 'Campaign', 'Dice Rolling', 'Hand Management', 'Secret Unit Deployment', 'Simultaneous Play']",16,3.4375000000000004,9999999,6
220,S2NP7DxCAC,"Lifeboat, the Card Game",2002,4.0,6.0,Gorilla Games,"['Card Drafting', 'Hand Management', 'Partnerships', 'Player Elimination', 'Secret Unit Deployment', 'Set Collection', 'Take That', 'Trading', 'Variable Player Powers']",18,3.0555555555555554,9999999,9
222,pqjBb2eDUN,Sid Meier's Civilization: The Boardgame,2002,2.0,6.0,Eagle Games,"['Card Drafting', 'Deck Building', 'Grid Movement', 'Hand Management', 'Modular Board', 'Rock-Paper-Scissors', 'Trading', 'Variable Player Powers']",19,2.5789473684210527,9999999,8
223,UkQKUPc6ei,HeroClix,2002,2.0,2.0,WizKids,"['Action Point Allowance System', 'Dice Rolling', 'Variable Player Powers']",15,3.2,9999999,3
224,kLk5PjD3bi,Dread Pirate,2002,2.0,4.0,Front Porch Classics,"['Roll / Spin and Move', 'Trading']",7,1.5714285714285714,9999999,2
225,YcVZzQNdgX,Keythedral,2002,2.0,5.0,R&D Games,"['Auction', 'Modular Board', 'Set Collection', 'Tile Placement', 'Worker Placement']",15,3.4,9999999,5
226,X3gOtQvrB6,Magical Athlete,2002,4.0,5.0,Z-Man Games,"['Card Drafting', 'Roll / Spin and Move', 'Variable Player Powers']",11,2.727272727272727,9999999,3
228,zbI4zttXgl,Viva Topo!,2002,2.0,4.0,Rio Grande,"['Press Your Luck', 'Roll / Spin and Move']",8,3.1250000000000004,9999999,2
232,77kv4LxMcX,Catan Histories: The Settlers of the Stone Age,2002,3.0,4.0,Catan Studio,"['Dice Rolling', 'Trading', 'Network and Route Building']",16,2.875,9999999,3
233,i4AyDhvBeV,Apples to Apples Junior - The Game of Crazy Comparisons!,2002,4.0,10.0,Mattel Games,['Hand Management'],10,2.1,9999999,1
234,FKZZ3YwTgs,Risk: The Lord of The Rings The Middle Earth Conquest Game,2002,2.0,4.0,Parker Brothers,"['Area Movement', 'Dice Rolling']",20,2.7500000000000004,9999999,2
236,EXAlzkqUto,Man Bites Dog,2002,2.0,6.0,University Games,List could not be pulled.,8,1.875,9999999,1
238,sq1mpp1xAa,Fist of Dragonstones,2002,3.0,6.0,Days of Wonder,"['Auction', 'Set Collection']",18,2.6111111111111116,9999999,2
239,FLlUY8HQoI,1313 Dead End Drive - Board Game,2002,2.0,4.0,Hasbro,['Roll / Spin and Move'],7,2.5714285714285716,9999999,1
253,Jkht28ODg0,Clash of the Gladiators,2002,2.0,5.0,,"['Dice Rolling', 'Player Elimination']",6,2.3333333333333335,9999999,2
254,YOmw18bdMx,Goldland,2002,2.0,5.0,,"['Hand Management', 'Modular Board', 'Pick-up and Deliver']",8,3.1250000000000004,9999999,3
257,0VcXz46yU4,CODA The International Code-Breaking Sensation!,2002,2.0,4.0,Winning Moves,['Deduction'],10,2.9,9999999,1
258,KCxaUMquCo,Scarab Lords,2002,2.0,2.0,Fantasy Flight Games,"['Area Control', 'Deck Building', 'Hand Management']",10,2.8,9999999,3
271,mYU7jvN7TE,The Game of Life: Star Wars - Jedi's Path,2002,2.0,4.0,Milton Bradley,['Roll / Spin and Move'],6,2.5,9999999,1
277,qnheLzWlKy,10 Days In Europe Game,2002,2.0,4.0,Out of the Box,"['Hand Management', 'Network and Route Building']",11,3.090909090909091,9999999,2
300,PDBYoFDnbu,Alhambra,2003,2.0,6.0,Queen Games,"['Card Drafting', 'Hand Management', 'Set Collection', 'Tile Placement']",158,3.215871470301849,188,4
301,51qnzEoFUi,"Hey, That's My Fish!",2003,2.0,4.0,Fantasy Flight Games,"['Area Enclosure', 'Grid Movement', 'Modular Board']",150,3.0200000000000005,252,3
302,VtoOhDHEFA,Coloretto,2003,3.0,5.0,Rio Grande Games,"['Card Drafting', 'Press Your Luck', 'Set Collection']",117,3.1627039627039633,271,3
304,I8RXkTaNJ4,Yinsh,2003,2.0,2.0,Rio Grande Games,"['Grid Movement', 'Pattern Building']",47,3.6914893617021267,495,2
305,P6qMdm3GIK,Carcassonne: The Castle,2003,2.0,2.0,Rio Grande,"['Area Enclosure', 'Tile Placement']",53,3.3018867924528306,563,2
307,jVs14AhZoz,Fearsome Floors,2003,2.0,7.0,2F-Spiele,"['Grid Movement', 'Modular Board']",34,3.11764705882353,964,2
308,UvkwUJB3KG,Balloon Cup,2003,2.0,2.0,Rio Grande,"['Hand Management', 'Set Collection', 'Take That']",34,3.0588235294117645,966,3
309,RwmeBoKa4l,Games Attika,2003,2.0,4.0,Rio Grande,"['Modular Board', 'Tile Placement', 'Network and Route Building']",33,3.18716577540107,998,3
310,RjkMBZ7G9l,Santiago,2003,3.0,5.0,AMIGO,"['Area Control', 'Auction', 'Tile Placement']",26,3.384615384615385,1060,3
311,6rdbAwjVKY,Domaine,2003,2.0,4.0,Mayfair Games,"['Area Enclosure', 'Hand Management', 'Modular Board']",21,3.285714285714286,1162,3
312,pSn91KsNVD,Blokus 3D,2003,2.0,4.0,Mattel Games,"['Area Enclosure', 'Hand Management', 'Tile Placement']",24,3.125000000000001,1164,3
313,Dm71eMcqrp,Risk: Lord of the Rings Trilogy Edition,2003,2.0,4.0,Datel Electronics,"['Area Movement', 'Dice Rolling', 'Partnerships']",26,2.7307692307692313,1201,3
316,Y68rJcahTg,Bridges of Shangri-La,2003,3.0,4.0,Uberplay,"['Area Movement', 'Point to Point Movement', 'Tile Placement']",19,3.210526315789474,9999999,3
325,NqTD89vvfB,Princes of the Renaissance,2003,3.0,6.0,Mercury Games,"['Area Control', 'Auction', 'Dice Rolling', 'Variable Player Powers']",7,3.7142857142857144,9999999,4
326,0ptJzFNN2A,Eketorp,2003,3.0,6.0,Rio Grande,"['Action / Movement Programming', 'Hand Management', 'Secret Unit Deployment', 'Worker Placement']",6,2.666666666666667,9999999,4
328,eP4BwkH680,Dancing Eggs,2003,2.0,4.0,HABA,['Dice Rolling'],16,2.625,9999999,1
330,c4tCJ32fkO,Queen's Necklace,2003,2.0,4.0,CMON,"['Betting', 'Hand Management', 'Set Collection']",19,2.631578947368421,9999999,3
333,EeITOV2JKS,Rückkehr der Helden,2003,1.0,4.0,Pegasus spiele,"['Dice Rolling', 'Modular Board', 'Pick-up and Deliver', 'Point to Point Movement', 'Role Playing', 'Variable Player Powers']",17,2.9999999999999996,9999999,6
335,RhdC5uLTo8,Hex Hex,2003,3.0,6.0,Smirk & Dagger Games,['Hand Management'],8,2.875,9999999,1
337,s6YRBCCyXg,Ninja Burger,2003,3.0,6.0,Steve Jackson Games,"['Dice Rolling', 'Hand Management', 'Pick-up and Deliver']",6,2.0,9999999,3
339,qknzJLDhBg,Vanished Planet,2003,1.0,6.0,Vanished Planet Games,['Cooperative Play'],7,2.714285714285714,9999999,1
340,IR0D9sHdGd,Light Speed,2003,2.0,5.0,,['Tile Placement'],6,3.0,9999999,1
341,1NQvMdCAby,10 Days In The USA,2003,2.0,4.0,Out of the Box,"['Hand Management', 'Tile Placement', 'Network and Route Building']",19,2.9999999999999996,9999999,3
342,0B2tioLzQs,"Dungeoneer: Tomb of the Lich Lord, Second Edition",2003,2.0,4.0,Atlas Games,"['Action Point Allowance System', 'Dice Rolling', 'Hand Management', 'Modular Board', 'Tile Placement', 'Variable Player Powers']",11,2.6363636363636362,9999999,6
343,xVQtysHduN,Battleball Game the Future of Football,2003,2.0,2.0,Milton Bradley,"['Dice Rolling', 'Roll / Spin and Move']",12,2.9999999999999996,9999999,2
354,08las8b4Gp,Reiner Knizia's Decathlon,2003,1.0,4.0,,"['Dice Rolling', 'Press Your Luck']",7,2.714285714285714,9999999,2
358,DGmU3NraY3,Sluff Off!,2003,3.0,5.0,Eagle-Gryphon Games,"['Betting', 'Hand Management', 'Trick-taking']",15,3.2000000000000006,9999999,3
360,0FHk0Elx84,Kids of Catan,2003,2.0,4.0,Mayfair Games,"['Dice Rolling', 'Roll / Spin and Move']",7,2.7142857142857144,9999999,2
365,NTc5iAYVEl,Anno 1503,2003,2.0,4.0,Mayfair Games,['Tile Placement'],6,2.833333333333333,9999999,1
366,B1rBJjJIaX,Games Gulo Gulo,2003,2.0,6.0,Rio Grande,['Modular Board'],15,3.266666666666667,9999999,1
395,Fqr83800LK,Magdar,2003,2.0,4.0,Fantasy Flight Games,"['Dice Rolling', 'Modular Board', 'Point to Point Movement', 'Press Your Luck']",6,2.3333333333333335,9999999,4
400,AuBvbISHR6,Ticket To Ride,2004,2.0,5.0,Days of Wonder,"['Drafting', 'Hand Management', 'Set Collection', 'Network and Route Building']",461,3.3937948096658457,18,4
402,3RVcHxhPEZ,Betrayal at House on the Hill,2004,3.0,6.0,"Avalon Hill Games, Inc.","['Cooperative Play', 'Dice Rolling', 'Player Elimination', 'Traitor']",284,3.0915492957746467,76,4
403,YixemhFia7,No Thanks!,2004,3.0,7.0,Amigo Spiel,"['Auction', 'Press Your Luck', 'Set Collection']",184,3.2956150399033266,134,3
404,6jdckjvp5Y,Tsuro,2004,2.0,8.0,Calliope Games,"['Hand Management', 'Player Elimination', 'Tile Placement', 'Network and Route Building']",211,3.018058506291878,151,4
405,XzBSrq35uz,Memoir '44,2004,2.0,8.0,Days of Wonder,"['Area Control', 'Dice Rolling', 'Grid Movement', 'Hand Management', 'Modular Board']",131,3.522761970853574,164,5
406,3Ayj28wWBH,San Juan,2004,2.0,4.0,Ravensburger,"['Hand Management', 'Set Collection', 'Tableau Building']",157,3.3630573248407654,165,3
407,0sd39XHoO7,Saboteur,2004,3.0,10.0,Amigo Spiel,"['Hand Management', 'Partnerships', 'Take That', 'Network and Route Building']",134,2.8880597014925367,282,4
408,L217qlAt2G,Cockroach Poker,2004,2.0,6.0,Pegasus Spiele,"['Hand Management', 'Set Collection']",95,3.2526315789473674,310,2
409,CLEu6iqpxa,Ingenious,2004,1.0,4.0,Thames & Kosmos,"['Hand Management', 'Partnerships', 'Pattern Building', 'Tile Placement']",86,3.244186046511627,380,4
410,3JQ3df02MB,St. Petersburg,2004,2.0,4.0,Flat River Group,"['Card Drafting', 'Set Collection']",67,3.142857142857142,514,2
411,UWPOJ7v1g7,Goa,2004,2.0,4.0,Hans im Glück,"['Hand Management', 'Press Your Luck']",50,3.42,541,2
412,I4sJanqKys,Fairy Tale,2004,2.0,5.0,Z-Man Games,"['Card Drafting', 'Hand Management', 'Set Collection', 'Simultaneous Play']",72,2.8472222222222223,547,4
413,lpdyLPvxAd,Antiquity,2004,2.0,4.0,Splotter Spellen,"['Modular Board', 'Tile Placement', 'Trading']",31,3.771712158808933,595,3
414,BRTGmzS2gC,Jambo,2004,2.0,2.0,Rio Grande,"['Action Point Allowance System', 'Hand Management', 'Set Collection']",47,3.234042553191489,650,3
415,7baZpro7Pw,Hasbro Heroscape Master Set: Rise of the Valkyrie,2004,2.0,4.0,Hasbro Gaming,"['Dice Rolling', 'Grid Movement', 'Modular Board']",38,3.421052631578948,674,3
416,ZgDY1krVn7,War of the Ring,2004,2.0,4.0,Fantasy Flight Games,"['Action Point Allowance System', 'Area Movement', 'Dice Rolling', 'Hand Management']",29,3.8275862068965516,806,4
417,e3EB7G2BE5,Colossal Arena,2004,2.0,5.0,Fantasy Flight Games,"['Betting', 'Hand Management']",43,3.093023255813953,826,2
418,MW5xCKEnNl,Reef Encounter,2004,2.0,4.0,R&D Games,"['Area Control', 'Card Drafting', 'Hand Management', 'Tile Placement']",26,3.538461538461538,934,4
419,Xc7cj3lAkF,Tumblin' Dice,2004,2.0,4.0,,['Dice Rolling'],29,3.310344827586207,954,1
420,lRIfsAwuIV,Dungeon Twister,2004,2.0,2.0,,"['Action Point Allowance System', 'Grid Movement', 'Hand Management', 'Modular Board', 'Secret Unit Deployment', 'Tile Placement', 'Variable Player Powers']",25,3.2800000000000002,1083,7
421,NuElWEddGy,Blue Moon,2004,2.0,2.0,Fantasy Flight Pub Inc,"['Auction', 'Hand Management', 'Variable Player Powers']",28,3.035714285714285,1087,3
422,AtVwBGBOGl,Hansa,2004,2.0,4.0,ABACUSSPIELE,"['Action Point Allowance System', 'Area Control', 'Pick-up and Deliver', 'Point to Point Movement', 'Set Collection']",24,3.2083333333333335,1141,5
423,EQ7vpDjDOe,7 Ages,2004,2.0,7.0,,"['Area Movement', 'Simulation', 'Variable Player Powers']",7,3.4285714285714284,9999999,3
424,iXCBzvMqtt,Struggle of Empires Board Game,2004,2.0,7.0,Eagle-Gryphon Games,"['Area Movement', 'Dice Rolling']",17,2.8823529411764706,9999999,2
425,f2FKZ2UBzC,Minotaur Lords,2004,2.0,2.0,Toys,"['Area Control', 'Hand Management', 'Variable Player Powers']",6,3.3333333333333335,9999999,3
427,LhI11GcPyz,Friedrich,2004,3.0,4.0,Rio Grande Games,"['Hand Management', 'Point to Point Movement', 'Secret Unit Deployment']",10,3.2,9999999,3
428,X5BNqV9MXh,Doom: The Boardgame,2004,2.0,4.0,Fantasy Flight Games,"['Dice Rolling', 'Modular Board', 'Partnerships', 'Variable Player Powers']",10,3.4000000000000004,9999999,4
430,1h0wk7rEjO,Navia Dratp Collectible Miniatures Game Starter Set 2,2004,2.0,2.0,Ban Dai,['Grid Movement'],7,3.714285714285714,9999999,1
431,nOVtdSgz2A,Neuland,2004,2.0,4.0,Z-Man Games,"['Action Point Allowance System', 'Tile Placement', 'Time Track', 'Worker Placement']",7,2.7142857142857144,9999999,4
434,Jc5GHzL512,Shadow of the Emperor Board Game,2004,2.0,4.0,Rio Grande Games,"['Card Drafting', 'Voting']",14,3.2142857142857144,9999999,2
435,PoTU2CknMS,"1860: Railways on the Isle of Wight 2-4p, 240 Minutes, Ages 13+",2004,2.0,4.0,Z-Man Games,"['Stock Holding', 'Tile Placement', 'Network and Route Building']",6,3.666666666666667,9999999,3
436,yhLhp6i6We,Ys,2004,2.0,4.0,Ystari Games,"['Area Control', 'Auction']",12,3.6666666666666665,9999999,2
437,4EJsFnHgV0,Carcassonne: The City,2004,2.0,4.0,Rio Grande Games,['Tile Placement'],19,3.526315789473685,9999999,1
441,8jCluNSJ9P,Risk GodStorm,2004,2.0,5.0,Avalon Hill,"['Area Movement', 'Dice Rolling', 'Player Elimination']",7,2.7142857142857144,9999999,3
442,1fstbd3LU0,Age of Gods,2004,3.0,6.0,Flat River Group,"['Dice Rolling', 'Variable Player Powers']",9,2.3333333333333335,9999999,2
445,dF6nB0FaSN,Master Thieves,2004,2.0,8.0,Rio Grande Games,"['Memory', 'Simultaneous Play', 'Variable Player Powers']",6,3.166666666666667,9999999,3
448,tSAgjYHvJB,Tongiaki: Journey into the Unknown,2004,2.0,6.0,Überplay,"['Area Control', 'Point to Point Movement', 'Take That', 'Tile Placement']",13,2.6153846153846154,9999999,4
450,dCcGwCM6Xi,Bootleggers,2004,3.0,6.0,"Eagle Games, Inc.","['Area Control', 'Card Drafting', 'Simultaneous Play', 'Trading']",20,3.1,9999999,4
454,yemUKoq8jF,Snorta!,2004,3.0,8.0,Mattel,"['Acting', 'Memory']",10,2.3000000000000003,9999999,2
462,eDBw4IQAgk,Oasis,2004,3.0,1.0,Toys,"['Area Control', 'Auction', 'Hand Management', 'Tile Placement']",14,3.0,9999999,4
474,1ISNWVGBkJ,Munchkin Bites!,2004,3.0,6.0,Steve Jackson Games,"['Dice Rolling', 'Trading', 'Variable Player Powers']",20,2.6,9999999,3
475,8qAU4lvpNj,Rio Grande Games Dawn Under,2004,2.0,6.0,Renegade Game Studios,['Memory'],6,3.0,9999999,1
476,foVriSCFwn,Zigity,2004,2.0,10.0,Cranium,"['Hand Management', 'Pattern Building']",8,2.1250000000000004,9999999,2
484,4XcVV2iwdN,Axis & Allies D-Day,2004,2.0,3.0,Avalon Hill,"['Area Movement', 'Dice Rolling', 'Partnerships']",9,2.5555555555555554,9999999,3
485,urt19azcLU,Maharaja: The Game of Palace Building in India,2004,2.0,5.0,Mayfair Games,List could not be pulled.,20,3.400000000000001,9999999,9
487,EqQRgIc3DV,Boomtown,2004,3.0,5.0,Face 2 Face,['Dice Rolling'],11,2.9090909090909087,9999999,1
500,GJ94Cl7cz5,Ticket to Ride: Europe,2005,2.0,5.0,Days of Wonder,"['Card Drafting', 'Hand Management', 'Set Collection', 'Network and Route Building']",291,3.508617029158929,52,4
501,nRGa6zZTQu,Twilight Struggle,2005,2.0,2.0,Flat River Group,"['Area Control', 'Campaign', 'Dice Rolling', 'Hand Management', 'Simultaneous Play']",188,3.7287234042553186,74,5
502,WCk1e4pjrp,Shadows Over Camelot,2005,3.0,7.0,Days of Wonder,"['Cooperative Play', 'Dice Rolling', 'Hand Management', 'Hidden Traitor', 'Partnerships', 'Player Elimination', 'Set Collection', 'Variable Player Powers']",154,3.2089728453364827,185,8
503,UVbhOSJZCA,Diamant,2005,3.0,8.0,IELLO,"['Press Your Luck', 'Simultaneous action selection']",146,3.191780821917807,213,2
504,CFFV7Sik8v,Caylus,2005,2.0,5.0,Rio Grande Games,['Worker Placement'],117,3.5516852120625697,219,1
505,MORBdhHtdP,Wits & Wagers,2005,3.0,21.0,North Star Games,"['Betting', 'Paper and Pencil']",132,3.2045454545454546,254,2
506,Bwawckx54U,Glory To Rome,2005,2.0,5.0,Cambridge Games Factory,"['Card Drafting', 'Hand Management', 'Set Collection', 'Tableau Building']",73,3.684931506849315,262,4
507,54NFDYrC7y,Reef,2005,2.0,4.0,Next Move Games,"['Hand Management', 'Pattern Building']",73,3.487382840663302,298,2
508,Vqmr65gYYE,Twilight Imperium 3rd Edition,2005,3.0,6.0,Fantasy Flight Games,"['Action Point Allowance System', 'Dice Rolling', 'Modular Board', 'Player Elimination', 'Tile Placement', 'Trading', 'Variable Phase Order', 'Variable Player Powers', 'Voting']",94,3.4255319148936154,316,9
509,754qbigK4J,Railways of the World,2005,2.0,6.0,Flat River Group,"['Action Point Allowance System', 'Card Drafting', 'Pick-up and Deliver', 'Tile Placement', 'Network and Route Building']",64,3.486979166666667,427,5
510,klGlWbHJyb,Animal Upon Animal,2005,2.0,4.0,HABA,['Dice Rolling'],63,3.2380952380952377,502,1
512,R3VH7nQ9eK,Indonesia,2005,2.0,5.0,Splotter Spellen,"['Area Control', 'Auction', 'Pick-up and Deliver', 'Stock Holding']",38,3.657894736842105,597,4
514,Qg93YtpycK,Shadow Hunters,2005,4.0,8.0,Z-Man Games,"['Dice Rolling', 'Partnerships', 'Player Elimination', 'Variable Player Powers']",58,2.9089655172413798,665,4
515,cyt7Cv1k83,Carcassonne: Expansion 3 - The Princess & the Dragon,2005,2.0,6.0,Hans im Glück,"['Area Majority/ Influence', 'Tile Placement']",47,3.1469098277608922,673,2
516,hh7SfmHVdp,Ca$h 'n Gun$,2005,4.0,6.0,,"['Player Elimination', 'Simultaneous Play', 'Variable Player Powers']",57,2.8947368421052637,753,3
517,BaAqFr2vVp,Vegas Showdown,2005,3.0,5.0,"Avalon Hill Games, Inc.","['Auction', 'Network and Route Building', 'Tile Placement']",41,3.243902439024391,772,3
518,H29lsC6Bjn,Blokus Duo,2005,2.0,2.0,Mattel,"['Area Enclosure', 'Hand Management', 'Tile Placement']",44,3.0909090909090904,775,3
